AreaName,Females_Total,LastResidence,Males_Total,Persons_Business,Persons_Education,Persons_Marriage,Persons_MoveAfterBirth,Persons_MoveWithHH,Persons_Other,Persons_Total,Persons_Work,Males_Business,Males_Education,Males_Marriage,Males_MoveAfterBirth,Males_MoveWithHH,Males_Other,Males_Work,Females_Business,Females_Education,Females_Marriage,Females_MoveAfterBirth,Females_MoveWithHH,Females_Other,Females_Work
MADHYA PRADESH,342,Manipur,224,4,88,45,7,257,55,566,110,2,37,3,2,81,27,72,2,51,42,5,176,28,38
MADHYA PRADESH,154,Mizoram,111,4,15,60,3,85,50,265,48,3,9,3,2,30,24,40,1,6,57,1,55,26,8
MADHYA PRADESH,230,Tripura,216,7,24,60,4,202,40,446,109,4,14,1,3,80,24,90,3,10,59,1,122,16,19
MADHYA PRADESH,223,Meghalaya,194,7,23,42,6,228,41,417,70,4,16,1,1,83,24,65,3,7,41,5,145,17,5
MADHYA PRADESH,2561,Assam,2340,56,257,618,84,2315,581,4901,990,40,182,25,53,843,352,845,16,75,593,31,1472,229,145
MADHYA PRADESH,22285,West Bengal,23922,913,498,9170,1362,13476,4748,46207,16040,700,352,242,773,4285,2835,14735,213,146,8928,589,9191,1913,1305
MADHYA PRADESH,13243,Jharkhand,17029,332,990,4878,758,8837,2893,30272,11584,255,742,121,436,2957,1818,10700,77,248,4757,322,5880,1075,884
MADHYA PRADESH,15412,Odisha,8626,140,459,10029,424,4821,2080,24038,6085,76,293,154,230,1419,958,5496,64,166,9875,194,3402,1122,589
MADHYA PRADESH,112283,Chhattisgarh,55057,1075,2526,71954,5622,38929,16845,167340,30389,573,1506,1950,3143,15058,7863,24964,502,1020,70004,2479,23871,8982,5425
MADHYA PRADESH,59318,Gujarat,29384,1246,553,39191,10527,17015,9719,88702,10451,943,345,890,6235,7171,4978,8822,303,208,38301,4292,9844,4741,1629
MADHYA PRADESH,200,Daman & Diu,87,4,10,119,4,68,33,287,49,2,5,4,2,20,9,45,2,5,115,2,48,24,4
MADHYA PRADESH,32,Dadra & Nagar Haveli,28,0,7,15,4,11,14,60,9,0,5,1,2,5,6,9,0,2,14,2,6,8,0
MADHYA PRADESH,352777,Maharashtra,141535,3265,2595,254139,48285,77192,50753,494312,58083,1745,1659,5504,29034,30654,23816,49123,1520,936,248635,19251,46538,26937,8960
MADHYA PRADESH,9288,Andhra Pradesh,8087,194,332,3320,829,5911,2230,17375,4559,119,241,70,493,2056,1203,3905,75,91,3250,336,3855,1027,654
MADHYA PRADESH,3809,Karnataka,3239,84,382,1305,322,2470,888,7048,1597,53,253,31,181,852,517,1352,31,129,1274,141,1618,371,245
MADHYA PRADESH,383,Goa,347,5,12,87,30,314,101,730,181,0,7,0,19,118,53,150,5,5,87,11,196,48,31
MADHYA PRADESH,325,Lakshadweep,469,0,8,46,12,49,661,794,18,0,3,1,8,23,420,14,0,5,45,4,26,241,4
MADHYA PRADESH,12338,Kerala,10228,234,1049,3507,1035,5477,2653,22566,8611,140,438,101,541,1778,1213,6017,94,611,3406,494,3699,1440,2594
MADHYA PRADESH,4655,Tamil Nadu,4444,134,160,1426,437,3210,1117,9099,2615,96,112,47,237,1054,624,2274,38,48,1379,200,2156,493,341
MADHYA PRADESH,39,Puducherry,37,0,0,12,9,27,10,76,18,0,0,0,5,11,5,16,0,0,12,4,16,5,2
MADHYA PRADESH,109,Andaman & Nicobar Islands,73,3,7,19,4,85,22,182,42,2,3,0,2,25,7,34,1,4,19,2,60,15,8
MADHYA PRADESH,25179,Other Countries,13528,169,388,16671,2589,4912,10993,38707,2985,89,236,401,1529,2242,6533,2498,80,152,16270,1060,2670,4460,487
GUJARAT,2238,Jammu & Kashmir,2645,87,90,353,126,2059,1184,4883,984,71,54,21,81,745,755,918,16,36,332,45,1314,429,66
GUJARAT,1649,Himachal Pradesh,2112,125,58,440,111,1142,782,3761,1103,108,32,12,71,378,473,1038,17,26,428,40,764,309,65
GUJARAT,12576,Punjab,14973,1510,185,3701,1119,9631,4526,27549,6877,1329,114,125,667,3715,2586,6437,181,71,3576,452,5916,1940,440
GUJARAT,818,Chandigarh,785,46,23,148,75,768,231,1603,312,42,10,4,43,280,126,280,4,13,144,32,488,105,32
GUJARAT,5260,Uttarakhand,6678,282,130,1440,339,3882,2167,11938,3698,221,86,43,192,1354,1345,3437,61,44,1397,147,2528,822,261
GUJARAT,14866,Haryana,17340,2653,291,3798,1189,12326,5626,32206,6323,2437,197,117,704,4755,3257,5873,216,94,3681,485,7571,2369,450
GUJARAT,14417,NCT of Delhi,14179,1357,310,3870,1256,10736,5229,28596,5838,1171,186,100,704,4001,2740,5277,186,124,3770,552,6735,2489,561
GUJARAT,383341,Rajasthan,364104,50184,3138,178094,40749,199818,120679,747445,154783,45449,2197,3244,24102,79050,67628,142434,4735,941,174850,16647,120768,53051,12349
GUJARAT,328929,Uttar Pradesh,600482,27894,3347,94952,29564,235569,191668,929411,346417,24249,2308,3265,16888,91431,131285,331056,3645,1039,91687,12676,144138,60383,15361
GUJARAT,107281,Bihar,253729,7760,2465,24043,8919,88248,67629,361010,161946,6793,2132,843,4897,33347,49341,156376,967,333,23200,4022,54901,18288,5570
GUJARAT,54,Sikkim,68,5,4,15,2,42,27,122,27,4,3,0,0,19,20,22,1,1,15,2,23,7,5
GUJARAT,103,Arunachal Pradesh,130,10,16,14,4,92,32,233,65,9,13,0,1,30,15,62,1,3,14,3,62,17,3
GUJARAT,139,Nagaland,174,33,13,22,9,127,56,313,53,31,8,1,3,46,35,50,2,5,21,6,81,21,3
GUJARAT,200,Manipur,331,27,125,37,15,125,101,531,101,26,77,1,7,46,84,90,1,48,36,8,79,17,11
GUJARAT,15,Mizoram,17,1,2,2,1,8,10,32,8,1,1,0,0,4,7,4,0,1,2,1,4,3,4
GUJARAT,276,Tripura,351,19,9,41,19,265,63,627,211,16,5,0,8,90,43,189,3,4,41,11,175,20,22
GUJARAT,315,Meghalaya,270,12,12,43,17,305,96,585,100,10,8,2,6,96,56,92,2,4,41,11,209,40,8
GUJARAT,5339,Assam,7691,641,143,918,274,5113,1986,13030,3955,568,105,31,159,1900,1231,3697,73,38,887,115,3213,755,258
GUJARAT,34664,West Bengal,54376,4872,547,11399,3344,22414,14396,89040,32068,4372,401,302,1908,7936,9060,30397,500,146,11097,1436,14478,5336,1671
GUJARAT,11241,Jharkhand,38335,1080,286,2415,1025,9184,7574,49576,28012,977,226,88,554,3434,5844,27212,103,60,2327,471,5750,1730,800
GUJARAT,42232,Odisha,133840,2072,348,8800,3410,29703,54455,176072,77284,1627,207,407,1978,11748,43332,74541,445,141,8393,1432,17955,11123,2743
GUJARAT,5603,Chhattisgarh,6794,251,80,1241,534,4354,1571,12397,4366,219,45,30,294,1621,919,3666,32,35,1211,240,2733,652,700
GUJARAT,139127,Madhya Pradesh,135646,7519,1226,60436,12716,76331,44086,274773,72459,6164,737,1337,7481,30487,25008,64432,1355,489,59099,5235,45844,19078,8027
GUJARAT,9805,Daman & Diu,4696,259,112,5911,2392,2162,2706,14501,959,172,78,133,1417,896,1199,801,87,34,5778,975,1266,1507,158
GUJARAT,8163,Dadra & Nagar Haveli,2616,151,115,5931,784,1433,1588,10779,777,92,43,233,455,589,591,613,59,72,5698,329,844,997,164
GUJARAT,521546,Maharashtra,450429,27534,4147,215496,79588,266419,204334,971975,174457,22204,2593,6897,48284,106841,110561,153049,5330,1554,208599,31304,159578,93773,21408
GUJARAT,22966,Andhra Pradesh,23818,1010,346,6416,2778,16633,7334,46784,12267,848,280,183,1598,5629,4161,11119,162,66,6233,1180,11004,3173,1148
GUJARAT,16232,Karnataka,14205,1254,338,6074,2307,9057,5412,30437,5995,1061,266,170,1310,3239,2820,5339,193,72,5904,997,5818,2592,656
GUJARAT,1056,Goa,895,53,27,325,133,673,341,1951,399,41,19,16,73,239,169,338,12,8,309,60,434,172,61
GUJARAT,25,Lakshadweep,30,2,0,4,0,8,37,55,4,2,0,0,0,2,22,4,0,0,4,0,6,15,0
GUJARAT,21320,Kerala,23036,1798,380,5873,3130,12373,8302,44356,12500,1534,230,193,1672,4214,4446,10747,264,150,5680,1458,8159,3856,1753
GUJARAT,13629,Tamil Nadu,14991,1431,264,4035,1832,8918,4924,28620,7216,1226,194,129,1047,3227,2732,6436,205,70,3906,785,5691,2192,780
GUJARAT,285,Puducherry,267,15,1,96,50,178,91,552,121,12,1,1,28,65,48,112,3,0,95,22,113,43,9
GUJARAT,153,Andaman & Nicobar Islands,179,9,8,18,7,189,42,332,59,5,8,0,5,79,28,54,4,0,18,2,110,14,5
GUJARAT,14723,Other Countries,13255,972,601,4262,2791,6857,10327,27978,2168,800,380,116,1561,2993,5578,1827,172,221,4146,1230,3864,4749,341
DAMAN & DIU,24,Jammu & Kashmir,33,0,0,3,1,17,14,57,22,0,0,0,1,7,5,20,0,0,3,0,10,9,2
DAMAN & DIU,37,Himachal Pradesh,59,1,2,5,4,38,4,96,42,1,2,0,3,11,2,40,0,0,5,1,27,2,2
DAMAN & DIU,37,Punjab,128,5,6,7,2,35,6,165,104,4,5,0,1,9,6,103,1,1,7,1,26,0,1
DAMAN & DIU,14,Chandigarh,23,2,0,0,0,15,2,37,18,2,0,0,0,4,0,17,0,0,0,0,11,2,1
DAMAN & DIU,114,Uttarakhand,291,9,3,29,6,114,13,405,231,9,3,0,3,46,6,224,0,0,29,3,68,7,7
DAMAN & DIU,64,Haryana,95,7,1,7,5,66,8,159,65,7,1,0,0,18,4,65,0,0,7,5,48,4,0
DAMAN & DIU,127,NCT of Delhi,311,14,1,16,2,124,31,438,250,12,1,0,1,38,19,240,2,0,16,1,86,12,10
DAMAN & DIU,1530,Rajasthan,3054,248,67,315,170,1394,270,4584,2120,239,46,3,97,489,169,2011,9,21,312,73,905,101,109
DAMAN & DIU,6301,Uttar Pradesh,21356,404,59,1248,519,6005,1338,27657,18084,382,39,28,279,2139,884,17605,22,20,1220,240,3866,454,479
DAMAN & DIU,5753,Bihar,22449,157,28,1096,385,5412,1270,28202,19854,150,18,25,186,1932,848,19290,7,10,1071,199,3480,422,564
DAMAN & DIU,0,Arunachal Pradesh,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0
DAMAN & DIU,2,Nagaland,3,0,0,0,0,3,0,5,2,0,0,0,0,1,0,2,0,0,0,0,2,0,0
DAMAN & DIU,6,Manipur,6,0,0,0,0,6,0,12,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0
DAMAN & DIU,5,Tripura,27,0,0,2,0,4,0,32,26,0,0,0,0,1,0,26,0,0,2,0,3,0,0
DAMAN & DIU,3,Meghalaya,1,0,1,0,0,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1
DAMAN & DIU,170,Assam,1452,3,0,37,5,101,58,1622,1418,3,0,1,5,27,48,1368,0,0,36,0,74,10,50
DAMAN & DIU,1034,West Bengal,3838,64,3,225,47,766,210,4872,3557,59,1,2,20,210,144,3402,5,2,223,27,556,66,155
DAMAN & DIU,490,Jharkhand,2896,13,2,91,40,426,128,3386,2686,12,2,1,21,132,103,2625,1,0,90,19,294,25,61
DAMAN & DIU,929,Odisha,3661,15,6,247,100,673,130,4590,3419,14,4,3,54,179,89,3318,1,2,244,46,494,41,101
DAMAN & DIU,129,Chhattisgarh,207,3,0,15,11,112,11,336,184,3,0,1,7,33,8,155,0,0,14,4,79,3,29
DAMAN & DIU,1416,Madhya Pradesh,6163,50,11,203,80,1332,310,7579,5593,45,8,5,46,444,219,5396,5,3,198,34,888,91,197
DAMAN & DIU,13031,Gujarat,10041,548,208,7099,2434,5350,2038,23072,5395,470,100,200,1447,2042,1046,4736,78,108,6899,987,3308,992,659
DAMAN & DIU,76,Dadra & Nagar Haveli,83,2,21,18,0,50,6,159,62,2,0,0,0,19,3,59,0,21,18,0,31,3,3
DAMAN & DIU,6211,Maharashtra,8527,220,88,1778,865,4806,1012,14738,5969,200,65,57,509,1578,563,5555,20,23,1721,356,3228,449,414
DAMAN & DIU,158,Andhra Pradesh,228,7,2,28,15,154,19,386,161,5,2,1,11,47,12,150,2,0,27,4,107,7,11
DAMAN & DIU,242,Karnataka,327,14,4,57,30,184,32,569,248,10,0,3,17,57,22,218,4,4,54,13,127,10,30
DAMAN & DIU,63,Goa,64,7,2,20,5,46,7,127,40,5,2,1,5,12,5,34,2,0,19,0,34,2,6
DAMAN & DIU,29,Lakshadweep,24,0,0,1,0,31,5,53,16,0,0,0,0,6,2,16,0,0,1,0,25,3,0
DAMAN & DIU,353,Kerala,439,11,8,66,41,267,79,792,320,11,5,4,11,85,39,284,0,3,62,30,182,40,36
DAMAN & DIU,148,Tamil Nadu,193,7,3,28,14,139,18,341,132,7,1,0,9,40,9,127,0,2,28,5,99,9,5
DAMAN & DIU,1,Puducherry,5,1,0,0,0,1,0,6,4,1,0,0,0,0,0,4,0,0,0,0,1,0,0
DAMAN & DIU,16,Andaman & Nicobar Islands,20,0,0,3,2,17,0,36,14,0,0,0,1,5,0,14,0,0,3,1,12,0,0
DAMAN & DIU,127,Other Countries,120,3,0,16,9,62,121,247,36,2,0,0,7,22,59,30,1,0,16,2,40,62,6
DADRA & NAGAR HAVELI,15,Jammu & Kashmir,30,1,1,2,2,12,5,45,22,1,1,0,2,3,4,19,0,0,2,0,9,1,3
DADRA & NAGAR HAVELI,30,Himachal Pradesh,74,0,0,7,2,33,4,104,58,0,0,0,2,13,3,56,0,0,7,0,20,1,2
DADRA & NAGAR HAVELI,91,Punjab,200,6,0,18,4,96,22,291,145,6,0,1,3,34,14,142,0,0,17,1,62,8,3
DADRA & NAGAR HAVELI,9,Chandigarh,20,3,0,1,1,10,2,29,12,3,0,0,0,4,1,12,0,0,1,1,6,1,0
DADRA & NAGAR HAVELI,220,Uttarakhand,487,4,2,42,23,216,48,707,372,4,1,0,11,74,32,365,0,1,42,12,142,16,7
DADRA & NAGAR HAVELI,127,Haryana,177,7,0,17,7,147,17,304,109,6,0,1,4,53,9,104,1,0,16,3,94,8,5
DADRA & NAGAR HAVELI,234,NCT of Delhi,378,17,7,38,10,260,33,612,247,16,3,0,4,97,22,236,1,4,38,6,163,11,11
DADRA & NAGAR HAVELI,2517,Rajasthan,4313,520,45,535,171,2598,552,6830,2409,506,31,11,94,977,380,2314,14,14,524,77,1621,172,95
DADRA & NAGAR HAVELI,7858,Uttar Pradesh,20861,851,137,1634,462,7700,2110,28719,15825,807,103,33,219,2727,1589,15383,44,34,1601,243,4973,521,442
DADRA & NAGAR HAVELI,5750,Bihar,15098,396,65,1000,320,6063,1421,20848,11583,379,46,24,170,2173,1042,11264,17,19,976,150,3890,379,319
DADRA & NAGAR HAVELI,0,Arunachal Pradesh,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2,Nagaland,2,0,0,0,0,2,0,4,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0
DADRA & NAGAR HAVELI,3,Manipur,27,0,1,0,0,4,2,30,23,0,1,0,0,1,2,23,0,0,0,0,3,0,0
DADRA & NAGAR HAVELI,0,Mizoram,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,1,Tripura,3,0,0,1,0,0,0,4,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0
DADRA & NAGAR HAVELI,160,Assam,1324,7,2,26,5,134,152,1484,1158,7,2,2,3,34,146,1130,0,0,24,2,100,6,28
DADRA & NAGAR HAVELI,787,West Bengal,2175,74,23,184,51,697,184,2962,1749,73,21,2,29,213,148,1689,1,2,182,22,484,36,60
DADRA & NAGAR HAVELI,446,Jharkhand,1759,26,6,99,24,406,128,2205,1516,22,6,6,11,131,102,1481,4,0,93,13,275,26,35
DADRA & NAGAR HAVELI,975,Odisha,3364,36,6,215,54,832,265,4339,2931,34,5,6,25,248,206,2840,2,1,209,29,584,59,91
DADRA & NAGAR HAVELI,136,Chhattisgarh,207,7,0,27,10,102,24,343,173,6,0,1,5,31,18,146,1,0,26,5,71,6,27
DADRA & NAGAR HAVELI,1085,Madhya Pradesh,3622,48,6,193,55,1113,277,4707,3015,45,5,3,33,386,215,2935,3,1,190,22,727,62,80
DADRA & NAGAR HAVELI,18087,Gujarat,12090,793,178,11002,1064,7941,2957,30177,6242,717,129,669,580,3007,1414,5574,76,49,10333,484,4934,1543,668
DADRA & NAGAR HAVELI,592,Daman & Diu,488,12,3,283,64,332,113,1080,273,11,2,11,44,129,42,249,1,1,272,20,203,71,24
DADRA & NAGAR HAVELI,12916,Maharashtra,12944,569,129,5159,897,9238,2144,25860,7724,524,79,173,506,3358,1158,7146,45,50,4986,391,5880,986,578
DADRA & NAGAR HAVELI,333,Andhra Pradesh,415,11,3,66,34,312,57,748,265,10,3,2,18,97,32,253,1,0,64,16,215,25,12
DADRA & NAGAR HAVELI,455,Karnataka,545,30,9,107,46,379,75,1000,354,29,6,4,25,114,47,320,1,3,103,21,265,28,34
DADRA & NAGAR HAVELI,56,Goa,61,2,3,12,4,43,8,117,45,2,3,2,2,9,4,39,0,0,10,2,34,4,6
DADRA & NAGAR HAVELI,29,Lakshadweep,39,0,2,1,0,45,6,68,14,0,1,0,0,19,5,14,0,1,1,0,26,1,0
DADRA & NAGAR HAVELI,618,Kerala,782,31,4,184,59,470,117,1400,535,27,3,4,26,167,65,490,4,1,180,33,303,52,45
DADRA & NAGAR HAVELI,240,Tamil Nadu,319,14,0,53,20,210,39,559,223,10,0,2,15,60,22,210,4,0,51,5,150,17,13
DADRA & NAGAR HAVELI,4,Puducherry,5,1,0,1,0,3,0,9,4,1,0,0,0,0,0,4,0,0,1,0,3,0,0
DADRA & NAGAR HAVELI,2,Andaman & Nicobar Islands,4,1,0,0,0,2,2,6,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0
DADRA & NAGAR HAVELI,47,Other Countries,54,2,1,15,4,30,23,101,26,2,0,1,2,9,15,25,0,1,14,2,21,8,1
MAHARASHTRA,11009,Jammu & Kashmir,14765,265,1319,2127,1037,6120,9765,25774,5141,179,912,103,608,2539,5899,4525,86,407,2024,429,3581,3866,616
MAHARASHTRA,7283,Himachal Pradesh,8438,200,455,2373,756,3791,4034,15721,4112,129,334,84,434,1436,2307,3714,71,121,2289,322,2355,1727,398
MAHARASHTRA,36061,Punjab,37890,1719,1479,13151,4019,22334,13259,73951,17990,1316,926,471,2450,9351,7326,16050,403,553,12680,1569,12983,5933,1940
MAHARASHTRA,1865,Chandigarh,1711,53,160,556,185,1205,549,3576,868,34,83,14,95,489,276,720,19,77,542,90,716,273,148
MAHARASHTRA,18408,Uttarakhand,24560,455,1007,7169,1555,10173,7005,42968,15604,291,708,290,884,3867,4128,14392,164,299,6879,671,6306,2877,1212
MAHARASHTRA,22713,Haryana,25960,1186,1279,6830,2463,16199,8146,48673,12570,941,852,271,1453,6576,4730,11137,245,427,6559,1010,9623,3416,1433
MAHARASHTRA,42452,NCT of Delhi,43679,1601,2213,12759,4716,26814,14775,86131,23253,1154,1354,530,2586,10582,7622,19851,447,859,12229,2130,16232,7153,3402
MAHARASHTRA,248522,Rajasthan,321711,26334,8162,97392,47228,137267,99225,570233,154625,23156,6286,3418,28080,59019,57661,144091,3178,1876,93974,19148,78248,41564,10534
MAHARASHTRA,995456,Uttar Pradesh,1759250,32073,27416,393150,140484,572772,484131,2754706,1104680,25006,21191,16046,82646,251792,311545,1051024,7067,6225,377104,57838,320980,172586,53656
MAHARASHTRA,179198,Bihar,389469,5433,12271,57807,22024,121201,86736,568667,263195,4184,10378,2351,12394,49916,59344,250902,1249,1893,55456,9630,71285,27392,12293
MAHARASHTRA,233,Sikkim,318,1,49,39,18,134,100,551,210,1,27,3,13,51,57,166,0,22,36,5,83,43,44
MAHARASHTRA,337,Arunachal Pradesh,453,6,164,67,36,207,128,790,182,5,118,4,15,79,76,156,1,46,63,21,128,52,26
MAHARASHTRA,684,Nagaland,717,14,255,190,79,304,247,1401,312,8,150,12,43,126,142,236,6,105,178,36,178,105,76
MAHARASHTRA,1364,Manipur,1460,27,625,207,61,441,431,2824,1032,22,379,7,35,155,217,645,5,246,200,26,286,214,387
MAHARASHTRA,233,Mizoram,247,3,159,23,6,88,83,480,118,1,93,1,3,31,46,72,2,66,22,3,57,37,46
MAHARASHTRA,632,Tripura,945,10,175,177,38,373,223,1577,581,9,128,7,23,129,124,525,1,47,170,15,244,99,56
MAHARASHTRA,932,Meghalaya,910,16,218,158,52,602,300,1842,496,9,131,4,29,226,160,351,7,87,154,23,376,140,145
MAHARASHTRA,10597,Assam,20017,332,2072,2782,802,7056,4259,30614,13311,239,1702,100,484,2667,2730,12095,93,370,2682,318,4389,1529,1216
MAHARASHTRA,116985,West Bengal,192781,4801,3616,40848,11944,63153,44910,309766,140494,3656,2440,1459,6401,23300,26471,129054,1145,1176,39389,5543,39853,18439,11440
MAHARASHTRA,30683,Jharkhand,69602,980,3556,9543,3499,18555,13380,100285,50772,753,2582,409,1913,7270,8947,47728,227,974,9134,1586,11285,4433,3044
MAHARASHTRA,41023,Odisha,73388,934,1369,15678,4767,21524,15064,114411,55075,638,977,576,2601,7812,9513,51271,296,392,15102,2166,13712,5551,3804
MAHARASHTRA,93084,Chhattisgarh,75295,1023,2106,43120,10588,40158,19890,168379,51494,632,1293,1789,6018,16829,10024,38710,391,813,41331,4570,23329,9866,12784
MAHARASHTRA,478032,Madhya Pradesh,346592,6919,10912,272836,62646,170683,111692,824624,188936,4456,7176,9739,37970,71872,57878,157501,2463,3736,263097,24676,98811,53814,31435
MAHARASHTRA,528701,Gujarat,454952,26157,16148,252418,115295,208470,198257,983653,166908,21154,11567,9367,68557,91622,102307,150378,5003,4581,243051,46738,116848,95950,16530
MAHARASHTRA,1077,Daman & Diu,990,22,73,441,245,482,418,2067,386,12,49,20,149,195,219,346,10,24,421,96,287,199,40
MAHARASHTRA,2351,Dadra & Nagar Haveli,715,11,84,1835,138,374,413,3066,211,5,54,74,86,157,158,181,6,30,1761,52,217,255,30
MAHARASHTRA,258153,Andhra Pradesh,178881,3890,3861,138376,36833,90597,69716,437034,93761,2441,2695,4429,20601,35105,34394,79216,1449,1166,133947,16232,55492,35322,14545
MAHARASHTRA,806985,Karnataka,592606,11390,10907,425218,186159,250019,237814,1399591,278084,6990,7522,13715,112354,102894,119981,229150,4400,3385,411503,73805,147125,117833,48934
MAHARASHTRA,40972,Goa,27386,568,1651,19059,9214,12334,15052,68358,10480,285,1062,595,5157,4881,6998,8408,283,589,18464,4057,7453,8054,2072
MAHARASHTRA,488,Lakshadweep,650,8,8,105,60,133,716,1138,108,5,2,7,32,58,457,89,3,6,98,28,75,259,19
MAHARASHTRA,106504,Kerala,108385,2986,4678,39196,18769,47441,35991,214889,65828,2091,2345,1481,10282,17856,18343,55987,895,2333,37715,8487,29585,17648,9841
MAHARASHTRA,109618,Tamil Nadu,116411,2985,2097,44219,20367,49285,41741,226029,65335,2102,1398,1716,11441,19421,21894,58439,883,699,42503,8926,29864,19847,6896
MAHARASHTRA,774,Puducherry,794,18,27,296,245,336,300,1568,346,14,24,11,148,143,149,305,4,3,285,97,193,151,41
MAHARASHTRA,1155,Andaman & Nicobar Islands,888,13,141,126,69,1222,203,2043,269,6,96,8,39,412,104,223,7,45,118,30,810,99,46
MAHARASHTRA,52792,Other Countries,51216,1045,1740,17451,14813,25426,29071,104008,14462,722,1081,618,8570,11789,16091,12345,323,659,16833,6243,13637,12980,2117
ANDHRA PRADESH,2671,Jammu & Kashmir,3912,49,83,278,141,1230,4061,6583,741,36,48,21,76,484,2585,662,13,35,257,65,746,1476,79
ANDHRA PRADESH,764,Himachal Pradesh,993,32,56,160,34,356,798,1757,321,27,33,6,18,117,511,281,5,23,154,16,239,287,40
ANDHRA PRADESH,3189,Punjab,3672,361,173,685,241,2248,1577,6861,1576,308,104,29,118,845,927,1341,53,69,656,123,1403,650,235
ANDHRA PRADESH,580,Chandigarh,530,26,32,126,38,460,175,1110,253,23,19,1,20,163,100,204,3,13,125,18,297,75,49
ANDHRA PRADESH,1097,Uttarakhand,1209,46,70,276,68,670,587,2306,589,36,48,6,33,243,342,501,10,22,270,35,427,245,88
ANDHRA PRADESH,2857,Haryana,3363,412,174,617,192,1968,1543,6220,1314,352,107,30,105,739,881,1149,60,67,587,87,1229,662,165
ANDHRA PRADESH,8081,NCT of Delhi,8826,608,407,1427,589,6318,2985,16907,4573,505,248,110,328,2263,1554,3818,103,159,1317,261,4055,1431,755
ANDHRA PRADESH,31785,Rajasthan,40769,11984,652,9568,4218,21006,12359,72554,12767,10708,443,245,2407,8239,7099,11628,1276,209,9323,1811,12767,5260,1139
ANDHRA PRADESH,20395,Uttar Pradesh,29494,2126,910,5000,1499,14431,9723,49889,16200,1798,660,246,820,5500,5822,14648,328,250,4754,679,8931,3901,1552
ANDHRA PRADESH,18956,Bihar,29164,969,1487,5049,1751,12952,8676,48120,17236,794,1206,201,947,4954,5355,15707,175,281,4848,804,7998,3321,1529
ANDHRA PRADESH,104,Sikkim,85,0,37,15,3,47,45,189,42,0,10,0,3,13,29,30,0,27,15,0,34,16,12
ANDHRA PRADESH,95,Arunachal Pradesh,144,0,23,20,6,76,64,239,50,0,11,1,4,38,44,46,0,12,19,2,38,20,4
ANDHRA PRADESH,157,Nagaland,174,4,69,40,12,62,82,331,62,2,50,1,7,19,47,48,2,19,39,5,43,35,14
ANDHRA PRADESH,694,Manipur,675,15,726,41,9,100,319,1369,159,12,319,1,4,35,180,124,3,407,40,5,65,139,35
ANDHRA PRADESH,116,Mizoram,112,3,118,5,1,27,59,228,15,3,63,0,1,10,24,11,0,55,5,0,17,35,4
ANDHRA PRADESH,139,Tripura,210,5,35,20,7,73,83,349,126,4,21,0,1,28,41,115,1,14,20,6,45,42,11
ANDHRA PRADESH,268,Meghalaya,231,5,49,38,13,197,93,499,104,5,19,2,7,66,47,85,0,30,36,6,131,46,19
ANDHRA PRADESH,3245,Assam,3910,118,431,856,285,2135,1309,7155,2021,95,261,32,163,821,738,1800,23,170,824,122,1314,571,221
ANDHRA PRADESH,23993,West Bengal,26225,1666,1252,8449,2543,12930,9117,50218,14261,1407,787,318,1441,4786,4848,12638,259,465,8131,1102,8144,4269,1623
ANDHRA PRADESH,6049,Jharkhand,6975,289,860,1788,547,3592,2230,13024,3718,231,538,61,311,1305,1249,3280,58,322,1727,236,2287,981,438
ANDHRA PRADESH,109504,Odisha,76368,2169,2526,58142,11940,39186,27012,185872,44897,1720,1609,2150,6683,15779,12779,35648,449,917,55992,5257,23407,14233,9249
ANDHRA PRADESH,15154,Chhattisgarh,13229,227,553,4794,1174,9489,5669,28383,6477,173,379,224,641,4258,2952,4602,54,174,4570,533,5231,2717,1875
ANDHRA PRADESH,9027,Madhya Pradesh,9417,518,425,3015,910,5034,3603,18444,4939,423,266,110,527,1897,2023,4171,95,159,2905,383,3137,1580,768
ANDHRA PRADESH,11610,Gujarat,11689,2450,503,3071,1157,7713,4514,23299,3891,2116,323,77,613,2849,2324,3387,334,180,2994,544,4864,2190,504
ANDHRA PRADESH,23,Daman & Diu,28,0,3,4,6,16,7,51,15,0,3,0,2,5,6,12,0,0,4,4,11,1,3
ANDHRA PRADESH,9,Dadra & Nagar Haveli,7,1,3,1,0,4,4,16,3,1,2,0,0,1,1,2,0,1,1,0,3,3,1
ANDHRA PRADESH,171844,Maharashtra,91372,4824,2292,99538,10631,54012,48641,263216,43278,3834,1483,4538,6170,21716,19947,33684,990,809,95000,4461,32296,28694,9594
ANDHRA PRADESH,345006,Karnataka,121945,6474,3185,249029,30845,55835,74477,466951,47106,4751,1945,10210,17471,22018,27907,37643,1723,1240,238819,13374,33817,46570,9463
