AreaName,LastResidence,Persons_Total,Males_Total,Females_Total,Persons_Work,Males_Work,Females_Work,Persons_Business,Males_Business,Females_Business,Persons_Education,Males_Education,Females_Education,Persons_Marriage,Males_Marriage,Females_Marriage,Persons_MoveAfterBirth,Males_MoveAfterBirth,Females_MoveAfterBirth,Persons_MoveWithHH,Males_MoveWithHH,Females_MoveWithHH,Persons_Other,Males_Other,Females_Other
HARYANA,West Bengal,75893,36375,39518,28953,22625,6328,415,292,123,309,193,116,13429,239,13190,1140,646,494,25524,9151,16373,6123,3229,2894
HARYANA,Jharkhand,20853,10867,9986,8190,7030,1160,131,86,45,221,151,70,3550,79,3471,412,221,191,6402,2198,4204,1947,1102,845
HARYANA,Odisha,16280,8348,7932,6176,5604,572,126,76,50,143,93,50,2965,48,2917,326,188,138,5069,1551,3518,1475,788,687
HARYANA,Chhattisgarh,11813,5852,5961,5483,3607,1876,45,23,22,70,49,21,1272,28,1244,126,63,63,3841,1541,2300,976,541,435
HARYANA,Madhya Pradesh,56240,28229,28011,18753,14872,3881,294,206,88,312,198,114,7455,185,7270,1022,593,429,22793,8977,13816,5611,3198,2413
HARYANA,Gujarat,11250,5330,5920,2557,2245,312,111,75,36,119,77,42,1696,39,1657,320,190,130,5070,1901,3169,1377,803,574
HARYANA,Daman & Diu,32,20,12,14,14,0,0,0,0,0,0,0,2,0,2,1,0,1,13,4,9,2,2,0
HARYANA,Dadra & Nagar Haveli,20,8,12,5,4,1,0,0,0,0,0,0,4,0,4,0,0,0,8,2,6,3,2,1
HARYANA,Maharashtra,30907,13806,17101,7093,5942,1151,286,199,87,291,186,105,5559,103,5456,910,518,392,13309,4848,8461,3459,2010,1449
HARYANA,Andhra Pradesh,10386,4504,5882,2424,2035,389,56,31,25,249,179,70,1842,37,1805,262,144,118,4589,1540,3049,964,538,426
HARYANA,Karnataka,8084,3937,4147,2469,2010,459,65,41,24,84,60,24,734,15,719,195,110,85,3779,1284,2495,758,417,341
HARYANA,Goa,571,283,288,132,103,29,2,1,1,11,6,5,49,2,47,14,9,5,284,116,168,79,46,33
HARYANA,Lakshadweep,230,130,100,7,5,2,1,1,0,1,1,0,8,0,8,8,3,5,35,17,18,170,103,67
HARYANA,Kerala,8302,3889,4413,2840,2174,666,50,33,17,86,47,39,1039,28,1011,408,241,167,2953,897,2056,926,469,457
HARYANA,Tamil Nadu,7724,3841,3883,2429,2047,382,56,38,18,76,44,32,662,25,637,212,117,95,3483,1095,2388,806,475,331
HARYANA,Puducherry,233,85,148,36,27,9,0,0,0,17,11,6,87,1,86,11,6,5,43,18,25,39,22,17
HARYANA,Andaman & Nicobar Islands,199,89,110,30,27,3,3,0,3,2,0,2,20,1,19,1,0,1,109,38,71,34,23,11
HARYANA,Other Countries,20808,8488,12320,2358,1945,413,118,79,39,155,101,54,6598,157,6441,1095,642,453,4989,2156,2833,5495,3408,2087
NCT OF DELHI,Jammu & Kashmir,40146,20309,19837,8931,8129,802,716,634,82,1190,765,425,5699,77,5622,955,570,385,15368,5680,9688,7287,4454,2833
NCT OF DELHI,Himachal Pradesh,79272,41257,38015,23700,22393,1307,508,403,105,1550,1153,397,15615,164,15451,2397,1476,921,26448,9765,16683,9054,5903,3151
NCT OF DELHI,Punjab,247966,116406,131560,52245,48308,3937,4461,3934,527,2626,1727,899,63440,875,62565,8424,5393,3031,85716,36863,48853,31054,19306,11748
NCT OF DELHI,Chandigarh,8328,3624,4704,1629,1399,230,99,75,24,171,99,72,1985,27,1958,430,258,172,3021,1217,1804,993,549,444
NCT OF DELHI,Uttarakhand,294704,154496,140208,92874,88452,4422,1232,931,301,5407,4123,1284,52952,558,52394,5982,3705,2277,102795,33900,68895,33462,22827,10635
NCT OF DELHI,Haryana,666331,270637,395694,132533,123100,9433,9259,8370,889,7056,5094,1962,237224,2437,234787,13586,8850,4736,202720,85239,117481,63953,37547,26406
NCT OF DELHI,Rajasthan,315238,160065,155173,86480,80392,6088,3840,3346,494,3920,2915,1005,63793,852,62941,8820,5456,3364,112562,43379,69183,35823,23725,12098
NCT OF DELHI,Uttar Pradesh,2854297,1516023,1338274,902393,859985,42408,16814,13717,3097,32240,24804,7436,541403,7318,534085,61303,37299,24004,1006467,369311,637156,293677,203589,90088
NCT OF DELHI,Bihar,1106629,663236,443393,406410,389893,16517,4191,3352,839,24583,20977,3606,123333,1659,121674,25500,14685,10815,404065,143597,260468,118547,89073,29474
NCT OF DELHI,Sikkim,995,508,487,324,248,76,10,10,0,72,39,33,112,7,105,21,12,9,340,115,225,116,77,39
NCT OF DELHI,Arunachal Pradesh,1404,753,651,369,316,53,5,4,1,180,96,84,91,1,90,19,10,9,554,207,347,186,119,67
NCT OF DELHI,Nagaland,1921,1027,894,593,455,138,28,25,3,259,125,134,151,1,150,31,16,15,615,257,358,244,148,96
NCT OF DELHI,Manipur,6164,3110,3054,1943,1202,741,45,30,15,1493,849,644,351,6,345,70,44,26,1533,582,951,729,397,332
NCT OF DELHI,Mizoram,678,304,374,167,115,52,10,5,5,106,49,57,48,2,46,7,1,6,250,78,172,90,54,36
NCT OF DELHI,Tripura,1490,824,666,469,424,45,10,6,4,92,67,25,167,2,165,37,21,16,532,183,349,183,121,62
NCT OF DELHI,Meghalaya,2569,1270,1299,688,542,146,26,22,4,166,93,73,254,3,251,51,29,22,1107,405,702,277,176,101
NCT OF DELHI,Assam,26233,13433,12800,7647,6392,1255,328,261,67,1523,955,568,3312,48,3264,472,276,196,9686,3467,6219,3265,2034,1231
NCT OF DELHI,West Bengal,182356,93548,88808,62037,54096,7941,1670,1353,317,2630,1685,945,28615,369,28246,4443,2495,1948,62131,20196,41935,20830,13354,7476
NCT OF DELHI,Jharkhand,69196,37176,32020,25121,20846,4275,392,303,89,3563,2751,812,9256,120,9136,2008,1063,945,20885,7065,13820,7971,5028,2943
NCT OF DELHI,Odisha,41162,22728,18434,15192,13655,1537,263,206,57,1310,1010,300,5969,81,5888,1186,648,538,12382,3747,8635,4860,3381,1479
NCT OF DELHI,Chhattisgarh,12634,6144,6490,4137,3225,912,74,48,26,347,233,114,2010,24,1986,388,217,171,4087,1425,2662,1591,972,619
NCT OF DELHI,Madhya Pradesh,134867,67995,66872,40416,35994,4422,816,617,199,1807,1255,552,24352,317,24035,3912,2311,1601,49126,18137,30989,14438,9364,5074
NCT OF DELHI,Gujarat,24153,11200,12953,5382,4732,650,331,280,51,322,197,125,5145,74,5071,1077,645,432,9235,3655,5580,2661,1617,1044
NCT OF DELHI,Daman & Diu,38,18,20,9,7,2,0,0,0,0,0,0,3,0,3,4,3,1,19,6,13,3,2,1
NCT OF DELHI,Dadra & Nagar Haveli,91,44,47,19,17,2,0,0,0,0,0,0,11,1,10,9,4,5,37,15,22,15,7,8
NCT OF DELHI,Maharashtra,63692,29201,34491,13801,11951,1850,640,492,148,1053,675,378,12391,217,12174,2573,1492,1081,25101,9476,15625,8133,4898,3235
NCT OF DELHI,Andhra Pradesh,23436,11407,12029,6027,5202,825,157,110,47,556,378,178,3182,56,3126,1070,605,465,9437,3241,6196,3007,1815,1192
NCT OF DELHI,Karnataka,15386,7560,7826,4139,3544,595,108,70,38,431,297,134,1996,27,1969,635,342,293,6100,2070,4030,1977,1210,767
NCT OF DELHI,Goa,1193,569,624,291,243,48,4,2,2,17,9,8,162,4,158,40,26,14,502,188,314,177,97,80
NCT OF DELHI,Lakshadweep,123,65,58,37,36,1,1,1,0,3,2,1,8,1,7,1,1,0,64,20,44,9,4,5
NCT OF DELHI,Kerala,60297,29551,30746,23341,16885,6456,331,232,99,1340,585,755,7587,183,7404,4225,2236,1989,16016,5098,10918,7457,4332,3125
NCT OF DELHI,Tamil Nadu,45862,22927,22935,14357,11993,2364,284,205,79,576,366,210,6850,142,6708,2162,1171,991,15646,5352,10294,5987,3698,2289
NCT OF DELHI,Puducherry,537,242,295,140,111,29,6,6,0,12,9,3,67,0,67,29,11,18,228,67,161,55,38,17
NCT OF DELHI,Andaman & Nicobar Islands,677,335,342,169,153,16,2,1,1,14,9,5,65,1,64,13,10,3,346,112,234,68,49,19
NCT OF DELHI,Other Countries,13212,6596,6616,2874,2472,402,176,141,35,318,192,126,1698,41,1657,888,476,412,5157,2052,3105,2101,1222,879
RAJASTHAN,Jammu & Kashmir,19100,11012,8088,1594,1475,119,85,67,18,423,322,101,1201,24,1177,255,148,107,4936,1790,3146,10606,7186,3420
RAJASTHAN,Himachal Pradesh,11325,5938,5387,1805,1678,127,40,29,11,174,100,74,1351,27,1324,239,154,85,3629,1265,2364,4087,2685,1402
RAJASTHAN,Punjab,213308,75933,137375,32194,28006,4188,1142,814,328,928,576,352,91801,1041,90760,15966,10660,5306,50086,22822,27264,21191,12014,9177
RAJASTHAN,Chandigarh,1961,870,1091,303,269,34,12,8,4,66,39,27,396,8,388,85,56,29,833,314,519,266,176,90
RAJASTHAN,Uttarakhand,23233,10771,12462,6012,5572,440,120,74,46,884,358,526,4658,76,4582,459,274,185,8567,2834,5733,2533,1583,950
RAJASTHAN,Haryana,533963,87958,446005,35809,29292,6517,1505,928,577,4032,2074,1958,373382,3450,369932,15583,9535,6048,64974,27112,37862,38678,15567,23111
RAJASTHAN,NCT of Delhi,83134,29316,53818,11768,10423,1345,735,554,181,1623,888,735,32742,413,32329,2945,1783,1162,23220,9289,13931,10101,5966,4135
RAJASTHAN,Uttar Pradesh,585982,185582,400400,107646,95853,11793,2866,1891,975,9111,4639,4472,277212,3070,274142,8545,5107,3438,133713,50443,83270,46889,24579,22310
RAJASTHAN,Bihar,134402,75805,58597,48253,45057,3196,857,657,200,4300,2906,1394,17968,269,17699,2868,1627,1241,46660,16536,30124,13496,8753,4743
RAJASTHAN,Sikkim,327,181,146,78,72,6,2,2,0,30,18,12,33,0,33,4,3,1,123,45,78,57,41,16
RAJASTHAN,Arunachal Pradesh,369,195,174,66,59,7,5,3,2,30,16,14,32,3,29,8,5,3,149,57,92,79,52,27
RAJASTHAN,Nagaland,789,360,429,116,99,17,13,13,0,39,22,17,184,1,183,27,15,12,250,104,146,160,106,54
RAJASTHAN,Manipur,753,350,403,110,89,21,22,17,5,65,29,36,91,0,91,14,9,5,279,95,184,172,111,61
RAJASTHAN,Mizoram,363,275,88,203,199,4,0,0,0,43,24,19,3,0,3,0,0,0,46,13,33,68,39,29
RAJASTHAN,Tripura,717,276,441,102,97,5,3,0,3,66,18,48,150,1,149,7,5,2,208,64,144,181,91,90
RAJASTHAN,Meghalaya,1226,839,387,598,588,10,20,18,2,23,12,11,90,1,89,20,12,8,381,137,244,94,71,23
RAJASTHAN,Assam,12936,5316,7620,1945,1755,190,260,221,39,335,220,115,3909,51,3858,359,218,141,4273,1632,2641,1855,1219,636
RAJASTHAN,West Bengal,67695,33216,34479,22362,19619,2743,858,716,142,621,411,210,14166,196,13970,1827,1081,746,20631,6763,13868,7230,4430,2800
RAJASTHAN,Jharkhand,13183,6519,6664,4042,3659,383,114,93,21,715,439,276,3000,33,2967,291,158,133,3773,1375,2398,1248,762,486
RAJASTHAN,Odisha,12991,6296,6695,4005,3542,463,96,62,34,178,117,61,2790,38,2752,265,176,89,4012,1264,2748,1645,1097,548
RAJASTHAN,Chhattisgarh,7266,3267,3999,2152,1514,638,34,25,9,290,194,96,1454,18,1436,196,112,84,2313,917,1396,827,487,340
RAJASTHAN,Madhya Pradesh,554058,126208,427850,59038,48359,10679,2265,1276,989,3705,2396,1309,331713,3398,328315,27111,16399,10712,76042,29284,46758,54184,25096,29088
RAJASTHAN,Gujarat,200767,52496,148271,16822,14693,2129,1194,852,342,1521,918,603,113340,1202,112138,15256,9013,6243,27469,11577,15892,25165,14241,10924
RAJASTHAN,Daman & Diu,72,52,20,17,14,3,0,0,0,2,1,1,4,0,4,4,4,0,22,10,12,23,23,0
RAJASTHAN,Dadra & Nagar Haveli,127,55,72,16,15,1,0,0,0,5,4,1,44,0,44,2,2,0,29,10,19,31,24,7
RAJASTHAN,Maharashtra,73366,32350,41016,9926,9010,916,869,711,158,1077,752,325,22284,298,21986,5042,2955,2087,19048,7553,11495,15120,11071,4049
RAJASTHAN,Andhra Pradesh,12193,5545,6648,1704,1517,187,109,81,28,506,344,162,2504,32,2472,552,317,235,4371,1471,2900,2447,1783,664
RAJASTHAN,Karnataka,11697,5229,6468,1393,1242,151,90,70,20,335,249,86,2957,42,2915,794,447,347,3557,1327,2230,2571,1852,719
RAJASTHAN,Goa,555,309,246,98,88,10,4,3,1,8,5,3,70,2,68,23,7,16,191,91,100,161,113,48
RAJASTHAN,Lakshadweep,961,572,389,18,15,3,2,2,0,2,2,0,74,1,73,18,10,8,40,21,19,807,521,286
RAJASTHAN,Kerala,16128,7217,8911,6981,4117,2864,101,59,42,303,126,177,1857,89,1768,440,222,218,4342,1440,2902,2104,1164,940
RAJASTHAN,Tamil Nadu,9042,4524,4518,1608,1413,195,141,126,15,131,89,42,1222,25,1197,545,304,241,3546,1208,2338,1849,1359,490
RAJASTHAN,Puducherry,114,37,77,13,8,5,2,2,0,5,3,2,48,0,48,9,4,5,26,11,15,11,9,2
RAJASTHAN,Andaman & Nicobar Islands,195,86,109,23,20,3,0,0,0,12,2,10,14,1,13,4,4,0,106,36,70,36,23,13
RAJASTHAN,Other Countries,66372,22487,43885,4934,4150,784,234,152,82,487,297,190,29386,323,29063,3896,2326,1570,8018,3524,4494,19417,11715,7702
UTTAR PRADESH,Jammu & Kashmir,33008,18048,14960,3686,3158,528,299,180,119,1098,868,230,3731,132,3599,703,400,303,8003,3293,4710,15488,10017,5471
UTTAR PRADESH,Himachal Pradesh,21072,9690,11382,3743,3307,436,222,139,83,264,182,82,4958,85,4873,410,253,157,5391,2055,3336,6084,3669,2415
UTTAR PRADESH,Punjab,142235,61432,80803,25815,22699,3116,2040,1465,575,1052,667,385,43926,883,43043,2000,1245,755,45846,21775,24071,21556,12698,8858
UTTAR PRADESH,Chandigarh,6028,2191,3837,902,746,156,77,47,30,65,39,26,1928,36,1892,175,98,77,2030,795,1235,851,430,421
UTTAR PRADESH,Uttarakhand,393540,97329,296211,50775,44267,6508,2836,1353,1483,3491,2221,1270,217851,2655,215196,3085,1870,1215,75458,28685,46773,40044,16278,23766
UTTAR PRADESH,Haryana,230740,46188,184552,20307,16903,3404,2223,1332,891,1443,1034,409,142604,1765,140839,1780,1066,714,37169,15051,22118,25214,9037,16177
UTTAR PRADESH,NCT of Delhi,566210,228629,337581,79934,68013,11921,7844,4963,2881,4635,2808,1827,145635,2611,143024,14538,7912,6626,219822,93870,125952,93802,48452,45350
UTTAR PRADESH,Rajasthan,284056,50896,233160,22439,18868,3571,2512,1385,1127,2557,1914,643,182557,2781,179776,1891,1127,764,36154,14116,22038,35946,10705,25241
UTTAR PRADESH,Bihar,1072739,293268,779471,160825,136493,24332,7397,4074,3323,18253,14490,3763,559851,9205,550646,8483,4891,3592,192105,73729,118376,125825,50386,75439
UTTAR PRADESH,Sikkim,476,207,269,77,60,17,10,2,8,33,23,10,110,5,105,2,2,0,176,74,102,68,41,27
UTTAR PRADESH,Arunachal Pradesh,931,421,510,127,120,7,9,4,5,63,30,33,172,5,167,20,14,6,381,165,216,159,83,76
UTTAR PRADESH,Nagaland,868,368,500,119,104,15,7,4,3,67,36,31,186,3,183,23,11,12,314,124,190,152,86,66
UTTAR PRADESH,Manipur,1260,825,435,152,128,24,12,4,8,425,389,36,113,4,109,8,4,4,264,84,180,286,212,74
UTTAR PRADESH,Mizoram,281,106,175,38,32,6,3,3,0,17,16,1,97,1,96,6,2,4,78,27,51,42,25,17
UTTAR PRADESH,Tripura,698,329,369,131,113,18,11,6,5,35,31,4,148,2,146,11,4,7,166,61,105,196,112,84
UTTAR PRADESH,Meghalaya,1125,516,609,189,163,26,12,8,4,98,63,35,173,2,171,16,11,5,476,172,304,161,97,64
UTTAR PRADESH,Assam,30157,11041,19116,5259,4231,1028,209,114,95,1259,1113,146,10648,163,10485,304,176,128,8657,3413,5244,3821,1831,1990
UTTAR PRADESH,West Bengal,234042,55777,178265,32288,26039,6249,2319,1362,957,3080,2385,695,131285,1773,129512,1756,1044,712,36169,12355,23814,27145,10819,16326
UTTAR PRADESH,Jharkhand,110358,36993,73365,25104,18614,6490,755,464,291,2894,2211,683,45393,763,44630,1136,627,509,22974,8751,14223,12102,5563,6539
UTTAR PRADESH,Odisha,35269,10969,24300,7303,5692,1611,263,126,137,544,402,142,15571,178,15393,278,151,127,6827,2310,4517,4483,2110,2373
UTTAR PRADESH,Chhattisgarh,56676,20992,35684,18985,11759,7226,256,118,138,366,258,108,17855,317,17538,438,238,200,12057,5111,6946,6719,3191,3528
UTTAR PRADESH,Madhya Pradesh,668537,81678,586859,41006,31663,9343,2929,1241,1688,3738,2655,1083,499961,6492,493469,3262,1834,1428,55421,20851,34570,62220,16942,45278
UTTAR PRADESH,Gujarat,25459,9295,16164,3489,3037,452,292,178,114,420,298,122,9045,141,8904,582,326,256,7211,2936,4275,4420,2379,2041
UTTAR PRADESH,Daman & Diu,34,16,18,12,9,3,1,0,1,1,1,0,6,0,6,0,0,0,7,3,4,7,3,4
UTTAR PRADESH,Dadra & Nagar Haveli,375,121,254,26,26,0,2,0,2,6,4,2,153,4,149,6,3,3,79,31,48,103,53,50
UTTAR PRADESH,Maharashtra,88310,27856,60454,9907,8498,1409,928,567,361,1332,1007,325,38556,643,37913,2258,1264,994,20527,8417,12110,14802,7460,7342
UTTAR PRADESH,Andhra Pradesh,16060,6871,9189,2896,2504,392,153,84,69,836,739,97,4021,66,3955,273,146,127,5209,1874,3335,2672,1458,1214
UTTAR PRADESH,Karnataka,10455,4502,5953,2227,1852,375,98,54,44,452,369,83,2539,52,2487,189,91,98,3334,1188,2146,1616,896,720
UTTAR PRADESH,Goa,929,382,547,135,106,29,5,2,3,18,11,7,243,4,239,35,20,15,322,149,173,171,90,81
UTTAR PRADESH,Lakshadweep,2812,1533,1279,75,56,19,14,11,3,15,8,7,518,19,499,69,43,26,232,127,105,1889,1269,620
UTTAR PRADESH,Kerala,17106,7392,9714,5849,3672,2177,197,105,92,668,353,315,2274,66,2208,376,192,184,4804,1619,3185,2938,1385,1553
UTTAR PRADESH,Tamil Nadu,9458,4498,4960,2361,1998,363,112,76,36,243,196,47,1577,47,1530,165,87,78,3478,1211,2267,1522,883,639
UTTAR PRADESH,Puducherry,206,91,115,37,31,6,3,1,2,10,9,1,50,1,49,9,3,6,65,28,37,32,18,14
UTTAR PRADESH,Andaman & Nicobar Islands,423,181,242,61,53,8,1,1,0,6,5,1,100,3,97,10,6,4,167,72,95,78,41,37
UTTAR PRADESH,Other Countries,142176,38685,103491,7477,6062,1415,779,416,363,922,563,359,77060,1471,75589,2627,1600,1027,14840,7171,7669,38471,21402,17069
BIHAR,Jammu & Kashmir,15594,8763,6831,358,285,73,18,12,6,64,34,30,2363,107,2256,229,150,79,753,377,376,11809,7798,4011
BIHAR,Himachal Pradesh,8883,4756,4127,210,176,34,13,7,6,34,19,15,1731,62,1669,158,97,61,439,222,217,6298,4173,2125
BIHAR,Punjab,7994,4329,3665,1416,1356,60,77,64,13,95,56,39,2493,50,2443,235,139,96,1122,553,569,2556,2111,445
BIHAR,Chandigarh,404,199,205,56,53,3,1,1,0,3,2,1,131,1,130,20,10,10,63,33,30,130,99,31
BIHAR,Uttarakhand,1144,425,719,181,152,29,6,4,2,13,8,5,441,6,435,24,12,12,228,82,146,251,161,90
BIHAR,Haryana,3902,2227,1675,662,632,30,75,71,4,38,33,5,985,27,958,102,56,46,805,388,417,1235,1020,215
BIHAR,NCT of Delhi,23412,11463,11949,3575,3390,185,147,112,35,246,177,69,8069,191,7878,1001,556,445,3387,1749,1638,6987,5288,1699
BIHAR,Rajasthan,8358,3588,4770,1227,1126,101,540,491,49,81,58,23,3128,66,3062,202,144,58,1765,808,957,1415,895,520
BIHAR,Uttar Pradesh,319887,31613,288274,12001,9618,2383,1481,760,721,1103,714,389,257749,4395,253354,2357,1396,961,17608,7086,10522,27588,7644,19944
BIHAR,Sikkim,368,108,260,36,26,10,2,1,1,1,0,1,196,5,191,10,8,2,62,37,25,61,31,30
BIHAR,Arunachal Pradesh,395,161,234,59,53,6,1,1,0,16,8,8,139,5,134,10,4,6,98,41,57,72,49,23
BIHAR,Nagaland,797,243,554,59,52,7,4,4,0,3,2,1,431,6,425,15,8,7,105,52,53,180,119,61
BIHAR,Manipur,326,114,212,47,34,13,3,2,1,5,4,1,132,4,128,7,4,3,82,36,46,50,30,20
BIHAR,Mizoram,45,21,24,13,7,6,0,0,0,1,1,0,9,0,9,1,1,0,9,6,3,12,6,6
BIHAR,Tripura,185,79,106,19,14,5,0,0,0,10,8,2,72,3,69,2,2,0,34,12,22,48,40,8
BIHAR,Meghalaya,370,156,214,38,35,3,1,0,1,6,3,3,139,3,136,11,6,5,94,49,45,81,60,21
BIHAR,Assam,15221,2922,12299,1188,894,294,82,55,27,70,43,27,10104,147,9957,198,118,80,1711,774,937,1868,891,977
BIHAR,West Bengal,227809,31534,196275,12934,10119,2815,934,506,428,731,402,329,171141,3240,167901,2802,1695,1107,17036,7436,9600,22231,8136,14095
BIHAR,Jharkhand,433696,45818,387878,17585,12337,5248,1579,623,956,2244,1273,971,336030,6555,329475,4344,2534,1810,27444,11091,16353,44470,11405,33065
BIHAR,Odisha,6014,1445,4569,620,509,111,45,22,23,100,64,36,3446,62,3384,94,44,50,888,345,543,821,399,422
BIHAR,Chhattisgarh,2655,593,2062,201,153,48,18,9,9,27,19,8,1548,19,1529,64,39,25,356,149,207,441,205,236
BIHAR,Madhya Pradesh,6067,1434,4633,482,415,67,48,27,21,72,51,21,3540,57,3483,135,80,55,818,305,513,972,499,473
BIHAR,Gujarat,4149,2262,1887,746,723,23,65,57,8,27,14,13,1187,29,1158,154,90,64,724,369,355,1246,980,266
BIHAR,Daman & Diu,23,15,8,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,2,14,8,6
BIHAR,Dadra & Nagar Haveli,654,83,571,18,12,6,1,1,0,1,0,1,518,13,505,6,5,1,38,17,21,72,35,37
BIHAR,Maharashtra,13544,5723,7821,1921,1787,134,138,96,42,126,94,32,5811,155,5656,381,205,176,1717,856,861,3450,2530,920
BIHAR,Andhra Pradesh,1760,716,1044,285,256,29,8,6,2,62,43,19,620,10,610,68,33,35,346,151,195,371,217,154
BIHAR,Karnataka,1923,805,1118,281,243,38,7,6,1,78,63,15,732,13,719,48,25,23,325,149,176,452,306,146
BIHAR,Goa,213,78,135,13,11,2,1,1,0,3,3,0,93,0,93,2,0,2,36,19,17,65,44,21
BIHAR,Lakshadweep,3249,1418,1831,67,55,12,6,2,4,14,8,6,1039,30,1009,68,42,26,220,115,105,1835,1166,669
BIHAR,Kerala,1432,527,905,487,235,252,21,13,8,42,19,23,255,3,252,20,13,7,270,94,176,337,150,187
BIHAR,Tamil Nadu,1293,640,653,342,244,98,7,4,3,45,33,12,282,10,272,24,17,7,278,129,149,315,203,112
BIHAR,Puducherry,150,47,103,14,12,2,1,1,0,1,1,0,86,1,85,3,3,0,13,8,5,32,21,11
BIHAR,Andaman & Nicobar Islands,38,23,15,10,10,0,0,0,0,0,0,0,8,0,8,2,1,1,6,2,4,12,10,2
BIHAR,Other Countries,115988,23287,92701,3665,2921,744,403,208,195,632,375,257,76392,1562,74830,1889,1176,713,6497,3112,3385,26510,13933,12577
SIKKIM,Jammu & Kashmir,974,775,199,155,150,5,15,14,1,7,5,2,10,0,10,2,1,1,193,69,124,592,536,56
SIKKIM,Himachal Pradesh,431,265,166,194,190,4,4,3,1,4,2,2,24,0,24,1,0,1,122,32,90,82,38,44
SIKKIM,Punjab,319,251,68,135,131,4,7,6,1,5,3,2,18,0,18,0,0,0,51,23,28,103,88,15
SIKKIM,Chandigarh,36,21,15,17,16,1,0,0,0,0,0,0,2,0,2,0,0,0,10,2,8,7,3,4
SIKKIM,Uttarakhand,359,227,132,114,110,4,4,3,1,22,14,8,40,0,40,9,5,4,85,34,51,85,61,24
SIKKIM,Haryana,661,377,284,121,112,9,100,97,3,10,7,3,159,2,157,25,18,7,121,39,82,125,102,23
SIKKIM,NCT of Delhi,481,286,195,175,146,29,9,9,0,19,11,8,54,2,52,20,14,6,111,45,66,93,59,34
SIKKIM,Rajasthan,675,383,292,114,111,3,91,85,6,6,5,1,118,2,116,17,10,7,181,66,115,148,104,44
SIKKIM,Uttar Pradesh,2280,1308,972,628,601,27,213,207,6,30,20,10,442,3,439,58,35,23,495,178,317,414,264,150
SIKKIM,Bihar,13282,8027,5255,3790,3654,136,1602,1496,106,249,181,68,2528,25,2503,340,184,156,2401,968,1433,2372,1519,853
SIKKIM,Arunachal Pradesh,515,305,210,100,93,7,4,2,2,138,79,59,45,2,43,6,2,4,127,50,77,95,77,18
SIKKIM,Nagaland,225,97,128,55,39,16,1,1,0,12,5,7,55,2,53,2,1,1,65,23,42,35,26,9
SIKKIM,Manipur,732,354,378,163,123,40,3,3,0,66,41,25,107,2,105,3,3,0,287,132,155,103,50,53
SIKKIM,Mizoram,53,25,28,8,7,1,0,0,0,16,8,8,12,0,12,0,0,0,13,7,6,4,3,1
SIKKIM,Tripura,92,52,40,18,17,1,5,4,1,27,18,9,7,0,7,1,1,0,21,6,15,13,6,7
SIKKIM,Meghalaya,356,175,181,67,55,12,4,4,0,44,17,27,72,3,69,3,2,1,100,39,61,66,55,11
SIKKIM,Assam,2621,1485,1136,1089,957,132,59,54,5,91,53,38,474,13,461,26,16,10,524,217,307,358,175,183
SIKKIM,West Bengal,33158,14500,18658,10687,8626,2061,710,589,121,712,322,390,10696,272,10424,620,320,300,4499,1838,2661,5234,2533,2701
SIKKIM,Jharkhand,1267,1083,184,596,577,19,14,13,1,79,66,13,62,0,62,5,5,0,99,35,64,412,387,25
SIKKIM,Odisha,602,431,171,363,336,27,5,4,1,6,2,4,36,1,35,6,4,2,120,41,79,66,43,23
SIKKIM,Chhattisgarh,53,29,24,22,20,2,0,0,0,1,0,1,10,0,10,1,0,1,12,3,9,7,6,1
SIKKIM,Madhya Pradesh,459,350,109,267,262,5,5,5,0,6,6,0,22,0,22,5,2,3,92,30,62,62,45,17
SIKKIM,Gujarat,110,68,42,41,40,1,1,1,0,1,1,0,9,0,9,1,0,1,28,11,17,29,15,14
SIKKIM,Daman & Diu,27,22,5,17,17,0,0,0,0,0,0,0,1,1,0,0,0,0,8,3,5,1,1,0
SIKKIM,Dadra & Nagar Haveli,4,2,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0
SIKKIM,Maharashtra,277,162,115,83,77,6,9,9,0,4,3,1,30,0,30,5,3,2,80,30,50,66,40,26
SIKKIM,Andhra Pradesh,423,316,107,251,239,12,3,3,0,5,4,1,20,0,20,5,2,3,78,25,53,61,43,18
SIKKIM,Karnataka,191,125,66,78,55,23,4,3,1,31,29,2,17,1,16,3,1,2,27,14,13,31,22,9
SIKKIM,Goa,29,17,12,17,13,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3,8,1,1,0
SIKKIM,Lakshadweep,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
SIKKIM,Kerala,227,130,97,94,74,20,1,1,0,19,15,4,15,0,15,4,2,2,57,14,43,37,24,13
SIKKIM,Tamil Nadu,156,114,42,75,70,5,0,0,0,4,3,1,8,0,8,0,0,0,28,5,23,41,36,5
SIKKIM,Puducherry,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SIKKIM,Andaman & Nicobar Islands,84,67,17,7,7,0,0,0,0,9,5,4,0,0,0,0,0,0,5,2,3,63,53,10
SIKKIM,Other Countries,892,424,468,156,124,32,21,19,2,24,13,11,209,5,204,30,12,18,143,76,67,309,175,134
